ASpace_ID,Names,Authority_ID,Source,Name_Recon,uri
63,International Design Conference in Aspen,,library of congress name authority file,International Design Conference in Aspen,http://id.loc.gov/authorities/names/n80160740
806,Städtisches Moritzburg-Museum.,,ingest,Städtisches Moritzburg-Museum.,http://id.loc.gov/authorities/names/n82081837
807,National-Galerie (Germany).,,ingest,National-Galerie (Germany).,http://id.loc.gov/authorities/names/n50041223
353,"Hollyhock House (Hollywood, Los Angeles, Calif.)",,library of congress name authority file,"Hollyhock House (Hollywood, Los Angeles, Calif.)",http://id.loc.gov/authorities/names/n92031232
360,Solomon R. Guggenheim Museum,,library of congress name authority file,Solomon R. Guggenheim Museum,http://id.loc.gov/authorities/names/n79065486
369,Angels Flight (Railway),,library of congress name authority file,Angels Flight (Railway),http://id.loc.gov/authorities/names/n98039971
370,"California Club (Los Angeles, Calif.)",,library of congress name authority file,"California Club (Los Angeles, Calif.)",http://id.loc.gov/authorities/names/nr2004004238
372,Bullock's Wilshire (Department store),,library of congress name authority file,Bullock's Wilshire (Department store),http://id.loc.gov/authorities/names/n96059689
373,"Chinese Theatre (Los Angeles, Calif.)",,library of congress name authority file,"Chinese Theatre (Los Angeles, Calif.)",http://id.loc.gov/authorities/names/n93117147
375,Los Angeles (Calif.). Department of Water and Power,,library of congress name authority file,Los Angeles (Calif.). Department of Water and Power,http://id.loc.gov/authorities/names/n79063867
376,"Racquet Club (Palm Springs, Calif.)",,library of congress name authority file,"Racquet Club (Palm Springs, Calif.)",http://id.loc.gov/authorities/names/n85130465
377,Palm Springs Desert Museum,,library of congress name authority file,Palm Springs Desert Museum,http://id.loc.gov/authorities/names/n80032166
378,Beverly Hills Hotel,,library of congress name authority file,Beverly Hills Hotel,http://id.loc.gov/authorities/names/n78056745
382,"Freeman House (Hollywood, Los Angeles, Calif.)",,library of congress name authority file,"Freeman House (Hollywood, Los Angeles, Calif.)",http://id.loc.gov/authorities/names/no96047750
383,Museo Rufino Tamayo,,library of congress name authority file,Museo Rufino Tamayo,http://id.loc.gov/authorities/names/n83217195
384,Albert C. Martin and Associates,,library of congress name authority file,Albert C. Martin and Associates,http://id.loc.gov/authorities/names/n88633344
397,"Wurster, Bernardi, and Emmons",,library of congress name authority file,"Wurster, Bernardi, and Emmons",http://id.loc.gov/authorities/names/n82088077
870,"Case Study House No. 9 (Los Angeles, Calif.)",,ingest,"Case Study House No. 9 (Los Angeles, Calif.)",http://id.loc.gov/authorities/names/n98030235
871,"Wayfarers Chapel (Rancho Palos Verdes, Calif.)",,ingest,"Wayfarers Chapel (Rancho Palos Verdes, Calif.)",http://id.loc.gov/authorities/names/n96056944
872,Williams and Williams.,,ingest,Williams and Williams.,http://id.loc.gov/authorities/names/no2008160670
593,Courret Hermanos,,library of congress name authority file,Courret Hermanos,http://id.loc.gov/authorities/names/nr2006007817
830,Catedral de Arequipa,,library of congress name authority file,Catedral de Arequipa,http://id.loc.gov/authorities/names/nb2007024961
831,Catedral de Lima,,library of congress name authority file,Catedral de Lima,http://id.loc.gov/authorities/names/n88675416
1215,"Long hua si (Shanghai, China)",,lcnaf,"Long hua si (Shanghai, China)",http://id.loc.gov/authorities/names/nr92033908
1221,Getty Foundation,,library of congress name authority file,Getty Foundation,http://id.loc.gov/authorities/names/nr2006020600
1222,Getty Grant Program,,library of congress name authority file,Getty Grant Program,http://id.loc.gov/authorities/names/nr99012522
517,J. Paul Getty Museum. Publications,,,J. Paul Getty Museum. Publications,http://id.loc.gov/authorities/names/no2005051562
459,J. Paul Getty Museum. Department of Manuscripts,,library of congress name authority file,J. Paul Getty Museum. Department of Manuscripts,http://id.loc.gov/authorities/names/n91104177
72,"University of California, Los Angeles",,library of congress name authority file,"University of California, Los Angeles",http://id.loc.gov/authorities/names/n79046090
440,Karl-Ernst-Osthaus-Museum,,library of congress name authority file,Karl-Ernst-Osthaus-Museum,http://id.loc.gov/authorities/names/n50053116
441,"Hamilton College (Clinton, N.Y.)",,library of congress name authority file,"Hamilton College (Clinton, N.Y.)",http://id.loc.gov/authorities/names/n50057136
716,Orange County Museum of Art (Calif.),,library of congress name authority file,Orange County Museum of Art (Calif.),http://id.loc.gov/authorities/names/n96103513
21,Yi chang,,,Yi chang,http://id.loc.gov/authorities/names/n79147619
714,Rugby School,,library of congress name authority file,Rugby School,http://id.loc.gov/authorities/names/n86053853
22,Getty Research Institute. Research Library,,library of congress name authority file,Getty Research Institute. Research Library,http://id.loc.gov/authorities/names/nr00005506
349,Artists Space (Gallery),,library of congress name authority file,Artists Space (Gallery),http://id.loc.gov/authorities/names/n86855422
350,National Endowment for the Arts,,library of congress name authority file,National Endowment for the Arts,http://id.loc.gov/authorities/names/n79006752
351,Marie Walsh Sharpe Art Foundation,,library of congress name authority file,Marie Walsh Sharpe Art Foundation,http://id.loc.gov/authorities/names/n93024248
532,Carlhian (Firm),,library of congress name authority file,Carlhian (Firm),http://id.loc.gov/authorities/names/n96114782
850,Keystone View Company,,library of congress name authority file,Keystone View Company,http://id.loc.gov/authorities/names/n82029025
1066,Abdullah frères,,library of congress name authority file,Abdullah frères,http://id.loc.gov/authorities/names/no98113334
580,"Ferus Gallery (Los Angeles, Calif.)",,library of congress name authority file,"Ferus Gallery (Los Angeles, Calif.)",http://id.loc.gov/authorities/names/no2008184682
1086,"Maison Bonfils (Beirut, Lebanon)",,lcnaf,"Maison Bonfils (Beirut, Lebanon)",http://id.loc.gov/authorities/names/n86870143
1232,Rugby School,,library of congress name authority file,Rugby School,http://id.loc.gov/authorities/names/n86053853
341,"Black Mountain College (Black Mountain, N.C.)",,library of congress name authority file,"Black Mountain College (Black Mountain, N.C.)",http://id.loc.gov/authorities/names/n85350815
342,Haystack Mountain School of Crafts,,library of congress name authority file,Haystack Mountain School of Crafts,http://id.loc.gov/authorities/names/n81091139
715,"Museum of Contemporary Art (Los Angeles, Calif.) ",,library of congress name authority file,"Museum of Contemporary Art (Los Angeles, Calif.) ",http://id.loc.gov/authorities/names/n83206447
343,C.G. Jung Foundation for Analytical Psychology,,library of congress name authority file,C.G. Jung Foundation for Analytical Psychology,http://id.loc.gov/authorities/names/n50062107
512,J. Paul Getty Museum. Department of Photographs,,library of congress name authority file,J. Paul Getty Museum. Department of Photographs,http://id.loc.gov/authorities/names/nr95042435
1226, France. Armée. Armée d’Afrique,,lcnaf, France. Armée. Armée d’Afrique,http://id.loc.gov/authorities/names/n90670056
1227,Muséum national d’histoire naturelle (France),,lcnaf,Muséum national d’histoire naturelle (France),http://id.loc.gov/authorities/names/n80097456
1228,American Baptist Mission Press (Burma),,lcnaf,American Baptist Mission Press (Burma),http://id.loc.gov/authorities/names/nr99021029
660,"Douwes Fine Art Gallery (London, England)",,library of congress name authority file,"Douwes Fine Art Gallery (London, England)",http://id.loc.gov/authorities/names/n86806299
662,David Koetser Gallery,,library of congress name authority file,David Koetser Gallery,http://id.loc.gov/authorities/names/nr93043728
514,"Hollywood Bowl (Los Angeles, Calif.)",,library of congress name authority file,"Hollywood Bowl (Los Angeles, Calif.)",http://id.loc.gov/authorities/names/n92080187
1052,Festival internazionale del film di Locarno,,library of congress name authority file,Festival internazionale del film di Locarno,http://id.loc.gov/authorities/names/n78055372
692,Pacific Standard Time (Project),,local,Pacific Standard Time (Project),http://id.loc.gov/authorities/names/no2011154830
1053,Biennale di Venezia,,ingest,Biennale di Venezia,http://id.loc.gov/authorities/names/n80010259
1054,"Biennale di Venezia (Venice, Italy)",,library of congress name authority file,"Biennale di Venezia (Venice, Italy)",http://id.loc.gov/authorities/names/n80010259
54,Neurdein frères,,library of congress name authority file,Neurdein frères,http://id.loc.gov/authorities/names/no98092198
595,Fratelli Alinari,,library of congress name authority file,Fratelli Alinari,http://id.loc.gov/authorities/names/n79112301
927,Getty Conservation Institute,,library of congress name authority file,Getty Conservation Institute,http://id.loc.gov/authorities/names/n85199077
236,Coum Transmissions (Musical group) ,,library of congress name authority file,Coum Transmissions (Musical group) ,http://id.loc.gov/authorities/names/no2004077744
237,Franklin Furnace (Archive),,library of congress name authority file,Franklin Furnace (Archive),http://id.loc.gov/authorities/names/n82156010
238,Institute for Art and Urban Resources,,library of congress name authority file,Institute for Art and Urban Resources,http://id.loc.gov/authorities/names/n83009339
239,"Kitchen Center for Video, Music, Dance, Performance, Film, and Literature (New York, N.Y.) ",,library of congress name authority file,"Kitchen Center for Video, Music, Dance, Performance, Film, and Literature (New York, N.Y.) ",http://id.loc.gov/authorities/names/n93104099
240,Leo Castelli Gallery,,library of congress name authority file,Leo Castelli Gallery,http://id.loc.gov/authorities/names/n50074445
932,Getty Research Institute. Research Library,,lcnaf,Getty Research Institute. Research Library,http://id.loc.gov/authorities/names/nr00005506
578,Getty Conservation Institute. Scientific Program,,,Getty Conservation Institute. Scientific Program,http://id.loc.gov/authorities/names/no97059071
743,"Dwan Gallery (New York, N.Y.)",,library of congress name authority file,"Dwan Gallery (New York, N.Y.)",http://id.loc.gov/authorities/names/nr99025808
744,"Dwan Gallery (Los Angeles, Calif.)",,library of congress name authority file,"Dwan Gallery (Los Angeles, Calif.)",http://id.loc.gov/authorities/names/no99078009
1238,Los Angeles County Economic Development Corporation,98108890,library of congress name authority file,Los Angeles County Economic Development Corporation,http://id.loc.gov/authorities/names/no00092575
1247,"Ruwanweliseya (Anuradhapura, Sri Lanka)",,lcnaf,"Ruwanweliseya (Anuradhapura, Sri Lanka)",http://id.loc.gov/authorities/names/n2006036000
536,J. Paul Getty Museum. Education Department,,library of congress name authority file,J. Paul Getty Museum. Education Department,http://id.loc.gov/authorities/names/n2012071732
762,Knoedler Kasmin Limited,,library of congress name authority file,Knoedler Kasmin Limited,http://id.loc.gov/authorities/names/no2010099682
1003,Kasmin Limited,,ingest,Kasmin Limited,http://id.loc.gov/authorities/names/no2012098570
202,Sidney Janis Gallery,,library of congress name authority file,Sidney Janis Gallery,http://id.loc.gov/authorities/names/n80097579
833,Reuben Gallery,,library of congress name authority file,Reuben Gallery,http://id.loc.gov/authorities/names/no2002037867
1022,Getty Foundation,,lcnaf,Getty Foundation,http://id.loc.gov/authorities/names/nr2006020600
1023,Pacific Standard Time (Project),,local,Pacific Standard Time (Project),http://id.loc.gov/authorities/names/no2011154830
1261,"Douwes Fine Art Gallery (London, England)",,lcnaf,"Douwes Fine Art Gallery (London, England)",http://id.loc.gov/authorities/names/n86806299
1262,David Koetser Gallery,,lcnaf,David Koetser Gallery,http://id.loc.gov/authorities/names/nr93043728
1269,Museum Folkwang Essen,,lcnaf,Museum Folkwang Essen,http://id.loc.gov/authorities/names/n50065358
1271,Van Diemen-Lilienfeld Galleries,,lcnaf,Van Diemen-Lilienfeld Galleries,http://id.loc.gov/authorities/names/nr00013758
1272,Kunstmuseum Bern,,lcnaf,Kunstmuseum Bern,http://id.loc.gov/authorities/names/n50065150
1274,Graphische Sammlung Albertina,,lcnaf,Graphische Sammlung Albertina,http://id.loc.gov/authorities/names/n50055585
1240,Coracle Press,,lcnaf,Coracle Press,http://id.loc.gov/authorities/names/n86014930
1241,Franklin Furnace (Archive),,lcnaf,Franklin Furnace (Archive),http://id.loc.gov/authorities/names/n82156010
1242,Coum Transmissions (Musical group),,lcnaf,Coum Transmissions (Musical group),http://id.loc.gov/authorities/names/no2004077744
1243,Institute for Art and Urban Resources,,lcnaf,Institute for Art and Urban Resources,http://id.loc.gov/authorities/names/n83009339
571,Svenska Cypernexpeditionen (1927-1931),,library of congress name authority file,Svenska Cypernexpeditionen (1927-1931),http://id.loc.gov/authorities/names/no2003010957
1244,Leo Castelli Gallery,,lcnaf,Leo Castelli Gallery,http://id.loc.gov/authorities/names/n50074445
1248,Experiments in Art and Technology (Organization),,lcnaf,Experiments in Art and Technology (Organization),http://id.loc.gov/authorities/names/n78007583
1250,"Expo '70 (Osaka, Japan)",,lcnaf,"Expo '70 (Osaka, Japan)",http://id.loc.gov/authorities/names/n50077231
1276,Leo Castelli Gallery,,library of congress name authority file,Leo Castelli Gallery,http://id.loc.gov/authorities/names/n50074445
184,"Metropolitan Museum of Art (New York, N.Y.)",,library of congress name authority file,"Metropolitan Museum of Art (New York, N.Y.)",http://id.loc.gov/authorities/names/n79129629
490,Columbia University,,library of congress name authority file,Columbia University,http://id.loc.gov/authorities/names/n81024714
510,Pratt Institute,,library of congress name authority file,Pratt Institute,http://id.loc.gov/authorities/names/n50022857
704,"Program for Art on Film (New York, N.Y.)",,ingest,"Program for Art on Film (New York, N.Y.)",http://id.loc.gov/authorities/names/n90724007
457,International Council of Monuments and Sites,,library of congress name authority file,International Council of Monuments and Sites,http://id.loc.gov/authorities/names/n80115554
458,International Committee of Architectural Photogrammetry,,library of congress name authority file,International Committee of Architectural Photogrammetry,http://id.loc.gov/authorities/names/n87832204
509,"Program for Art on Film (New York, N.Y.)",,library of congress name authority file,"Program for Art on Film (New York, N.Y.)",http://id.loc.gov/authorities/names/n90724007
665,Rheinisches Bildarchiv,,library of congress name authority file,Rheinisches Bildarchiv,http://id.loc.gov/authorities/names/n83236259
1019,Getty Research Institute,,lcnaf,Getty Research Institute,http://id.loc.gov/authorities/names/n00000345
1278,Rheinisches Bildarchiv,,lcnaf,Rheinisches Bildarchiv,http://id.loc.gov/authorities/names/n83236259
235,Coracle Press,,library of congress name authority file,Coracle Press,http://id.loc.gov/authorities/names/n86014930
545,Tarasque Press,,library of congress name authority file,Tarasque Press,http://id.loc.gov/authorities/names/n86015775
547,Victoria Miro Gallery,,library of congress name authority file,Victoria Miro Gallery,http://id.loc.gov/authorities/names/n85312142
600,Martha Jackson Gallery,,library of congress name authority file,Martha Jackson Gallery,http://id.loc.gov/authorities/names/n85071016
690,Lapis Press,,library of congress name authority file,Lapis Press,http://id.loc.gov/authorities/names/no2003055906
859,Shunk-Kender,,,Shunk-Kender,http://id.loc.gov/authorities/names/no2015055201
860,"Galerie J (Paris, France)",,lcnaf,"Galerie J (Paris, France)",http://id.loc.gov/authorities/names/no2014039012
934,"Kitchen Center for Video, Music, Dance, Performance, Film, and Literature (New York, N.Y.)",,lcnaf,"Kitchen Center for Video, Music, Dance, Performance, Film, and Literature (New York, N.Y.)",http://id.loc.gov/authorities/names/n93104099
1286,a,,,a,http://id.loc.gov/authorities/names/no2010138560
3,Getty Conservation Institute,,local,Getty Conservation Institute,http://id.loc.gov/authorities/names/n85199077
448,J. Paul Getty Museum. Department of Antiquities,,library of congress name authority file,J. Paul Getty Museum. Department of Antiquities,http://id.loc.gov/authorities/names/n90660149
646,Getty Oil Company,,local,Getty Oil Company,http://id.loc.gov/authorities/names/n84001180
678,Gallery 669,,library of congress name authority file,Gallery 669,http://id.loc.gov/authorities/names/no2011041945
679,Mizuno Gallery,,library of congress name authority file,Mizuno Gallery,http://id.loc.gov/authorities/names/no2011041929
1339,"Woman's Building (Los Angeles, Calif.)",,naf,"Woman's Building (Los Angeles, Calif.)",http://id.loc.gov/authorities/names/n84184746
798,New York Times Company,,library of congress name authority file,New York Times Company,http://id.loc.gov/authorities/names/n81050013
799,Wall Street Journal (Firm),,library of congress name authority file,Wall Street Journal (Firm),http://id.loc.gov/authorities/names/n79097650
925,October,,library of congress name authority file,October,http://id.loc.gov/authorities/names/n83128285
13,"Machado and Silvetti Associates, Inc",,library of congress name authority file,"Machado and Silvetti Associates, Inc",http://id.loc.gov/authorities/names/no96055393
5,Getty Conservation Institute,,library of congress name authority file,Getty Conservation Institute,http://id.loc.gov/authorities/names/n85199077
6,Getty Center for the History of Art and the Humanities,,library of congress name authority file,Getty Center for the History of Art and the Humanities,http://id.loc.gov/authorities/names/nr95017677
7,J. Paul Getty Trust,,library of congress name authority file,J. Paul Getty Trust,http://id.loc.gov/authorities/names/n85059259
8,Getty Information Institute,,library of congress name authority file,Getty Information Institute,http://id.loc.gov/authorities/names/nr96031770
10,Getty Research Institute,,library of congress name authority file,Getty Research Institute,http://id.loc.gov/authorities/names/n00000345
14,Getty Foundation,,library of congress name authority file,Getty Foundation,http://id.loc.gov/authorities/names/nr2006020600
15,Getty Education Institute for the Arts,,library of congress name authority file,Getty Education Institute for the Arts,http://id.loc.gov/authorities/names/nr96031768
479,Getty Center for Education in the Arts,,library of congress name authority file,Getty Center for Education in the Arts,http://id.loc.gov/authorities/names/n85121478
480,Getty Art History Information Program,,library of congress name authority file,Getty Art History Information Program,http://id.loc.gov/authorities/names/n85271479
566,Getty Research Institute for the History of Art and the Humanities,,library of congress name authority file,Getty Research Institute for the History of Art and the Humanities,http://id.loc.gov/authorities/names/n96077355
828,J. Paul Getty Trust. Public Affairs Department,,ingest,J. Paul Getty Trust. Public Affairs Department,http://id.loc.gov/authorities/names/no99013933
705,"Housing Authority of the City of Los Angeles, California",,library of congress name authority file,"Housing Authority of the City of Los Angeles, California",http://id.loc.gov/authorities/names/no90009604
407,Detroit Institute of Arts,,library of congress name authority file,Detroit Institute of Arts,http://id.loc.gov/authorities/names/n79045542
411,Toledo Museum of Art,,library of congress name authority file,Toledo Museum of Art,http://id.loc.gov/authorities/names/n79046209
724,Julius Böhler (Firm),,library of congress name authority file,Julius Böhler (Firm),http://id.loc.gov/authorities/names/n88114111
725,Stichting Nederlands Kunstbezit,,library of congress name authority file,Stichting Nederlands Kunstbezit,http://id.loc.gov/authorities/names/n2003003296
726,Smith College. Museum of Art,,library of congress name authority file,Smith College. Museum of Art,http://id.loc.gov/authorities/names/n80082291
727,"Cranbrook School (Bloomfield Hills, Mich.) ",,,"Cranbrook School (Bloomfield Hills, Mich.) ",http://id.loc.gov/authorities/names/n2016053664
728,Allen Memorial Art Museum,,library of congress name authority file,Allen Memorial Art Museum,http://id.loc.gov/authorities/names/n79092629
730,G. Cramer Oude Kunst,,,G. Cramer Oude Kunst,http://id.loc.gov/authorities/names/no2012130227
138,Experiments in Art and Technology (Organization),,library of congress name authority file,Experiments in Art and Technology (Organization),http://id.loc.gov/authorities/names/n78007583
139,"Expo '70 (Osaka, Japan)",,library of congress name authority file,"Expo '70 (Osaka, Japan)",http://id.loc.gov/authorities/names/n50077231
4,J. Paul Getty Museum,,library of congress name authority file,J. Paul Getty Museum,http://id.loc.gov/authorities/names/n79046211
