ASpace_ID,Names,Authority_ID,Source,Name_Recon,uri,New_ID
5335,"Kollwitz, Hans, 1892-1971",,library of congress name authority file,"Kollwitz, Hans, 1892-1971",http://id.loc.gov/authorities/names/nr88010347,6065
5711,"Lewis, R. E.",,lcnaf,"Lewis, R. E.",http://id.loc.gov/authorities/names/n84238009,6066
5709,"Diogenes, -approximately 323 B.C.",,lcnaf,"Diogenes, -approximately 323 B.C.",http://id.loc.gov/authorities/names/n50060366,6067
5708,"Joseph , (Son of Jacob)",,lcnaf,"Joseph , (Son of Jacob)",http://id.loc.gov/authorities/names/n79097427,6068
5337,"Kollwitz, Käthe, 1867-1945",,library of congress name authority file,"Kollwitz, Käthe, 1867-1945",http://id.loc.gov/authorities/names/n50044456,6069
5677,"Liebknecht, Karl Paul August Friedrich, 1871-1919",,lcnaf,"Liebknecht, Karl Paul August Friedrich, 1871-1919",http://id.loc.gov/authorities/names/n50050137,6070
5333,"Felsing, Otto, 1854-",,library of congress name authority file,"Felsing, Otto, 1854-",http://id.loc.gov/authorities/names/no98122435,6071
5765,"Klinger, Max, 1857-1920",,lcnaf,"Klinger, Max, 1857-1920",http://id.loc.gov/authorities/names/n79084974,6072
5393,"Stinnes, Heinrich, 1867-1932",,lcnaf,"Stinnes, Heinrich, 1867-1932",http://id.loc.gov/authorities/names/no2009119500,6073
1885,"Neumann, J. B. (Jsrael Ber)",,library of congress name authority file,"Neumann, J. B. (Jsrael Ber)",http://id.loc.gov/authorities/names/nr00015608,6074
5770,"Bleichert, Max, 1875-1947",,lcnaf,"Bleichert, Max, 1875-1947",http://id.loc.gov/authorities/names/no2006067005,6075
5769,"Brandes, Georg, 1842-1927",,lcnaf,"Brandes, Georg, 1842-1927",http://id.loc.gov/authorities/names/n79085023,6076
5772,"Hirzel, Georg, 1867-1924",,lcnaf,"Hirzel, Georg, 1867-1924",http://id.loc.gov/authorities/names/nr94022894,6077
5771,"Helferich, H. (Heinrich), 1851-1945",,lcnaf,"Helferich, H. (Heinrich), 1851-1945",http://id.loc.gov/authorities/names/nb2010012438,6078
5900,"Gauldin, Anne",,ingest,"Gauldin, Anne",http://id.loc.gov/authorities/names/no2012148360,6079
5901,"Allyn, Jerri, 1952-",,ingest,"Allyn, Jerri, 1952-",http://id.loc.gov/authorities/names/no95037930,6080
5712,"Simms, Richard A., Dr.",,library of congress name authority file,"Simms, Richard A., Dr.",http://id.loc.gov/authorities/names/no2017130465,6081
5713,"Kollwitz, Käthe, 1867-1945",,library of congress name authority file,"Kollwitz, Käthe, 1867-1945",http://id.loc.gov/authorities/names/n50044456,6069
5719,"Kollwitz, Hans, 1892-1971",,library of congress name authority file,"Kollwitz, Hans, 1892-1971",http://id.loc.gov/authorities/names/nr88010347,6065
3846,"Shunk, Harry",,lcnaf,"Shunk, Harry",http://id.loc.gov/authorities/names/no94037400,6082
66,"Weaver, Janet Croyle",,ingest,"Weaver, Janet Croyle",http://id.loc.gov/authorities/names/n87847543,6083
67,"Goodwin, George M.",,library of congress name authority file,"Goodwin, George M.",http://id.loc.gov/authorities/names/n2004051747,6084
68,"Olsberg, R. Nicholas",,library of congress name authority file,"Olsberg, R. Nicholas",http://id.loc.gov/authorities/names/n83174273,6085
70,"Blackwell, Pamela",,,"Blackwell, Pamela",http://id.loc.gov/authorities/names/n2016068323,6086
71,"Gray, Jack L.",,local,"Gray, Jack L.",http://id.loc.gov/authorities/names/n2012073510,6087
73,"Smith, Alexis",,library of congress name authority file,"Smith, Alexis",http://id.loc.gov/authorities/names/no2008176903,6088
76,"Davis, Lynn",,library of congress name authority file,"Davis, Lynn",http://id.loc.gov/authorities/names/n90625126,6089
79,"Zimberoff, Tom",,library of congress name authority file,"Zimberoff, Tom",http://id.loc.gov/authorities/names/n2001014138,6090
83,"Smith, Howard",,ingest,"Smith, Howard",http://id.loc.gov/authorities/names/n83063004,6091
100,"David, Jules",,library of congress name authority file,"David, Jules",http://id.loc.gov/authorities/names/n2018046167,6092
117,"Rochet, Louis",,library of congress name authority file,"Rochet, Louis",http://id.loc.gov/authorities/names/no2018094172,6093
129,"Albers, Josef",,library of congress name authority file,"Albers, Josef",http://id.loc.gov/authorities/names/n80057250,6094
131,"Bongard, Willi",,library of congress name authority file,"Bongard, Willi",http://id.loc.gov/authorities/names/n89638886,6095
134,"Lorjou, Bernard",,library of congress name authority file,"Lorjou, Bernard",http://id.loc.gov/authorities/names/nr91043126,6096
144,"Auger, Raoul",,library of congress name authority file,"Auger, Raoul",http://id.loc.gov/authorities/names/no2010101085,6097
146,"Bayle, Luc Marie",,library of congress name authority file,"Bayle, Luc Marie",http://id.loc.gov/authorities/names/n79053462,6098
150,Beuville,,,Beuville,http://id.loc.gov/authorities/names/n85176826,6099
152,"Bouygues, L.",,library of congress name authority file,"Bouygues, L.",http://id.loc.gov/authorities/names/n2008046360,6100
153,"Bresson, R.",,library of congress name authority file,"Bresson, R.",http://id.loc.gov/authorities/names/no2008021545,6101
158,"Charaire, E.",,library of congress name authority file,"Charaire, E.",http://id.loc.gov/authorities/names/no2009004936,6102
160,"Clérice, Charles",,library of congress name authority file,"Clérice, Charles",http://id.loc.gov/authorities/names/n97860120,6103
162,"Colin, Paul",,library of congress name authority file,"Colin, Paul",http://id.loc.gov/authorities/names/no2010208679,6104
165,"Aquisti, Danilo",,library of congress name authority file,"Aquisti, Danilo",http://id.loc.gov/authorities/names/n80046576,6105
172,"Dransy, Naja",,library of congress name authority file,"Dransy, Naja",http://id.loc.gov/authorities/names/n99284573,6106
176,"Fort, Jean",,library of congress name authority file,"Fort, Jean",http://id.loc.gov/authorities/names/n2008009438,6107
185,"Lajoux, Edmond",,library of congress name authority file,"Lajoux, Edmond",http://id.loc.gov/authorities/names/no00009998,6108
189,Levin,,,Levin,http://id.loc.gov/authorities/names/n90611704,6109
206,"Régamey, Frédéric",,,"Régamey, Frédéric",http://id.loc.gov/authorities/names/nb2011032018,6110
211,Santos,,,Santos,http://id.loc.gov/authorities/names/no98052754,6111
212,"Saunier, J.",,,"Saunier, J.",http://id.loc.gov/authorities/names/no2019111462,6112
214,"Tournaire, Albert",,library of congress name authority file,"Tournaire, Albert",http://id.loc.gov/authorities/names/n90602383,6113
228,Flandrin,,library of congress name authority file,Flandrin,http://id.loc.gov/authorities/names/n92019303,6114
244,"Asso, Raymond",,library of congress name authority file,"Asso, Raymond",http://id.loc.gov/authorities/names/n2008068529,6115
246,"Borel-Clerc, Charles",,library of congress name authority file,"Borel-Clerc, Charles",http://id.loc.gov/authorities/names/n00114800,6116
249,"Cohn, Irving",,library of congress name authority file,"Cohn, Irving",http://id.loc.gov/authorities/names/nr2003018731,6117
255,"Ferréol, Roger",,,"Ferréol, Roger",http://id.loc.gov/authorities/names/n2010078663,6118
256,"Gay, Byron",,library of congress name authority file,"Gay, Byron",http://id.loc.gov/authorities/names/n78029020,6119
258,"Hilliard, Bob",,library of congress name authority file,"Hilliard, Bob",http://id.loc.gov/authorities/names/nr93016869,6120
260,"Ithier, Hubert",,library of congress name authority file,"Ithier, Hubert",http://id.loc.gov/authorities/names/no2007095078,6121
264,"Koger, Geo.",,library of congress name authority file,"Koger, Geo.",http://id.loc.gov/authorities/names/n2008001285,6122
265,"Larue, Jacques",,library of congress name authority file,"Larue, Jacques",http://id.loc.gov/authorities/names/no2006063688,6123
266,"Lecuona, Margarita",,library of congress name authority file,"Lecuona, Margarita",http://id.loc.gov/authorities/names/no2002114115,6124
267,"Ledru, Jack",,library of congress name authority file,"Ledru, Jack",http://id.loc.gov/authorities/names/n90625888,6125
268,"Lemarchand, Louis",,library of congress name authority file,"Lemarchand, Louis",http://id.loc.gov/authorities/names/no2004103317,6126
270,"Monnot, Marguerite",,library of congress name authority file,"Monnot, Marguerite",http://id.loc.gov/authorities/names/nr95044570,6127
274,"Russell, Bob",,library of congress name authority file,"Russell, Bob",http://id.loc.gov/authorities/names/n85269900,6128
275,Saint-Granier,,library of congress name authority file,Saint-Granier,http://id.loc.gov/authorities/names/n2009077582,6129
276,"Sigman, Carl",,library of congress name authority file,"Sigman, Carl",http://id.loc.gov/authorities/names/n82140352,6130
283,"Baird, Joseph Armstrong",,library of congress name authority file,"Baird, Joseph Armstrong",http://id.loc.gov/authorities/names/n79083267,6131
286,"Banham, Reyner",,library of congress name authority file,"Banham, Reyner",http://id.loc.gov/authorities/names/n80005839,6132
287,"Herron, Ron",,library of congress name authority file,"Herron, Ron",http://id.loc.gov/authorities/names/n79023843,6133
290,"Rogers, Richard George",,library of congress name authority file,"Rogers, Richard George",http://id.loc.gov/authorities/names/n78021296,6134
291,"Price, Cedric",,library of congress name authority file,"Price, Cedric",http://id.loc.gov/authorities/names/n85087868,6135
292,"Waterhouse, Alan",,library of congress name authority file,"Waterhouse, Alan",http://id.loc.gov/authorities/names/n90661937,6136
296,"Borchers, Heinz",,library of congress name authority file,"Borchers, Heinz",http://id.loc.gov/authorities/names/n87802881,6137
298,"Elsaesser, Martin",,library of congress name authority file,"Elsaesser, Martin",http://id.loc.gov/authorities/names/no2006090932,6138
304,"Krüger, Helmut",,,"Krüger, Helmut",http://id.loc.gov/authorities/names/no2005083192,6139
307,"Loew, Heinz",,library of congress name authority file,"Loew, Heinz",http://id.loc.gov/authorities/names/n86143285,6140
308,"Meyer, Hannes",,library of congress name authority file,"Meyer, Hannes",http://id.loc.gov/authorities/names/n97877000,6141
309,"Meyer-Bergner, Lena",,library of congress name authority file,"Meyer-Bergner, Lena",http://id.loc.gov/authorities/names/n81014281,6142
310,"Michel, Robert",,library of congress name authority file,"Michel, Robert",http://id.loc.gov/authorities/names/n86147467,6143
311,"Moholy, Lucia",,library of congress name authority file,"Moholy, Lucia",http://id.loc.gov/authorities/names/n85250384,6144
318,"Schmidt, Arthur",,,"Schmidt, Arthur",http://id.loc.gov/authorities/names/n87911819,6145
332,"Dieckmann, Erich",,library of congress name authority file,"Dieckmann, Erich",http://id.loc.gov/authorities/names/nr92000659,6146
335,"Hilberseimer, Ludwig",,library of congress name authority file,"Hilberseimer, Ludwig",http://id.loc.gov/authorities/names/n81095906,6147
344,"Köster, Arthur",,library of congress name authority file,"Köster, Arthur",http://id.loc.gov/authorities/names/no2009085016,6148
345,"Lang, Lothar",,library of congress name authority file,"Lang, Lothar",http://id.loc.gov/authorities/names/n50035872,6149
347,"Marx, Gerda",,library of congress name authority file,"Marx, Gerda",http://id.loc.gov/authorities/names/n82112817,6150
356,"Weber, Vincent",,library of congress name authority file,"Weber, Vincent",http://id.loc.gov/authorities/names/n80077482,6151
358,"Weiss, Ursula",,library of congress name authority file,"Weiss, Ursula",http://id.loc.gov/authorities/names/n2006070480,6152
362,"Ehrhardt, Alfred",,library of congress name authority file,"Ehrhardt, Alfred",http://id.loc.gov/authorities/names/n84070143,6153
364,"Bloch, E. Maurice",,library of congress name authority file,"Bloch, E. Maurice",http://id.loc.gov/authorities/names/n78084873,6154
368,"West, Benjamin",,library of congress name authority file,"West, Benjamin",http://id.loc.gov/authorities/names/nr90007215,6155
373,"Maxwell, George T.",,,"Maxwell, George T.",http://id.loc.gov/authorities/names/no2002023345,6156
375,"Zapf, Hermann",,library of congress name authority file,"Zapf, Hermann",http://id.loc.gov/authorities/names/n50015778,6157
386,"Nyst, Ray",,library of congress name authority file,"Nyst, Ray",http://id.loc.gov/authorities/names/nr95006247,6158
388,"Russolo, Luigi",,library of congress name authority file,"Russolo, Luigi",http://id.loc.gov/authorities/names/n80028501,6159
391,"Sprovieri, Paolo",,library of congress name authority file,"Sprovieri, Paolo",http://id.loc.gov/authorities/names/n85207137,6160
396,"Courthion, Pierre",,library of congress name authority file,"Courthion, Pierre",http://id.loc.gov/authorities/names/n79059638,6161
410,"Abba, Marta",,library of congress name authority file,"Abba, Marta",http://id.loc.gov/authorities/names/nr88007239,6162
414,"Falqui, Enrico",,library of congress name authority file,"Falqui, Enrico",http://id.loc.gov/authorities/names/n81006794,6163
415,"Frank, Nino",,library of congress name authority file,"Frank, Nino",http://id.loc.gov/authorities/names/n83164605,6164
418,"Graf, A.",,library of congress name authority file,"Graf, A.",http://id.loc.gov/authorities/names/no2007100889,6165
428,"Ortese, Anna Maria",,library of congress name authority file,"Ortese, Anna Maria",http://id.loc.gov/authorities/names/n78096147,6166
432,"Quasimodo, Salvatore",,library of congress name authority file,"Quasimodo, Salvatore",http://id.loc.gov/authorities/names/nr2002017712,6167
433,"Rea, Domenico",,library of congress name authority file,"Rea, Domenico",http://id.loc.gov/authorities/names/n79064744,6168
438,"Brehme, Hugo",,library of congress name authority file,"Brehme, Hugo",http://id.loc.gov/authorities/names/nr93015490,6169
446,"Burnet, John",,library of congress name authority file,"Burnet, John",http://id.loc.gov/authorities/names/no91000700,6170
453,"Hassall, John",,library of congress name authority file,"Hassall, John",http://id.loc.gov/authorities/names/nb99040526,6171
455,"Murray, David",,library of congress name authority file,"Murray, David",http://id.loc.gov/authorities/names/n84080948,6172
457,"Pye, John",,library of congress name authority file,"Pye, John",http://id.loc.gov/authorities/names/nr2001011046,6173
459,"Wild, Charles",,,"Wild, Charles",http://id.loc.gov/authorities/names/n96118359,6174
461,"Britton, John",,library of congress name authority file,"Britton, John",http://id.loc.gov/authorities/names/n2004121660,6175
480,"Bodley, G.F. (George Frederick)",,library of congress name authority file,"Bodley, G.F. (George Frederick)",http://id.loc.gov/authorities/names/nr93023446,6176
484,"Jones, Owen",,library of congress name authority file,"Jones, Owen",http://id.loc.gov/authorities/names/n88101230,6177
490,"Wyatt, James",,library of congress name authority file,"Wyatt, James",http://id.loc.gov/authorities/names/n2003082140,6178
498,"Cecconcelli, Pietro",,library of congress name authority file,"Cecconcelli, Pietro",http://id.loc.gov/authorities/names/nr00027202,6179
509,"Thomas, Geraldine",,,"Thomas, Geraldine",http://id.loc.gov/authorities/names/n2001126771,6180
524,"Garnier, Charles",,library of congress name authority file,"Garnier, Charles",http://id.loc.gov/authorities/names/n97061332,6181
535,Mars,,library of congress name authority file,Mars,http://id.loc.gov/authorities/names/n91114371,
538,"Pelcoq, Jules",,library of congress name authority file,"Pelcoq, Jules",http://id.loc.gov/authorities/names/nr91006818,6182
556,"Dupréel, J. D. B.",,library of congress name authority file,"Dupréel, J. D. B.",http://id.loc.gov/authorities/names/nr2003035310,6183
558,"Garreau, Louis",,library of congress name authority file,"Garreau, Louis",http://id.loc.gov/authorities/names/nr96014430,6184
571,"Mathieu, Jean",,library of congress name authority file,"Mathieu, Jean",http://id.loc.gov/authorities/names/n2004055776,6185
580,"Perrier, Louis",,,"Perrier, Louis",http://id.loc.gov/authorities/names/n84187817,6186
584,"Pleé, François",,library of congress name authority file,"Pleé, François",http://id.loc.gov/authorities/names/no2007134301,6187
593,"Weerts, Jean-Joseph, 1846-1927",,library of congress name authority file,"Weerts, Jean-Joseph, 1846-1927",http://id.loc.gov/authorities/names/nr91023426,6188
595,"Bouilhet, Henri",,library of congress name authority file,"Bouilhet, Henri",http://id.loc.gov/authorities/names/n82056523,6189
597,"Christofle, Paul",,library of congress name authority file,"Christofle, Paul",http://id.loc.gov/authorities/names/no2010003567,6190
611,"Marx, Roger",,library of congress name authority file,"Marx, Roger",http://id.loc.gov/authorities/names/no00006460,6191
615,"Sandoz, G. Roger (Gustav Roger)",,library of congress name authority file,"Sandoz, G. Roger (Gustav Roger)",http://id.loc.gov/authorities/names/n88637810,6192
622,"Hoste, Huib",,library of congress name authority file,"Hoste, Huib",http://id.loc.gov/authorities/names/nr93015470,6193
626,"Tyrwhitt, Jaqueline",,library of congress name authority file,"Tyrwhitt, Jaqueline",http://id.loc.gov/authorities/names/n84177910,6194
628,"Albini, Franco",,library of congress name authority file,"Albini, Franco",http://id.loc.gov/authorities/names/n80081496,6195
629,"Aujame, Roger",,library of congress name authority file,"Aujame, Roger",http://id.loc.gov/authorities/names/nr97036835,6196
630,"Bézard, Norbert",,,"Bézard, Norbert",http://id.loc.gov/authorities/names/no2015092964,6197
631,"Bierbauer, Virgil",,library of congress name authority file,"Bierbauer, Virgil",http://id.loc.gov/authorities/names/no2008034152,6198
632,"Bloc, André",,library of congress name authority file,"Bloc, André",http://id.loc.gov/authorities/names/nb2008019553,6199
634,"Bontridder, Albert",,library of congress name authority file,"Bontridder, Albert",http://id.loc.gov/authorities/names/n50042219,6200
635,"Braem, Renaat",,library of congress name authority file,"Braem, Renaat",http://id.loc.gov/authorities/names/n79018841,6201
639,"Candilis, Georges",,library of congress name authority file,"Candilis, Georges",http://id.loc.gov/authorities/names/n80157187,6202
642,"Collins, James",,library of congress name authority file,"Collins, James",http://id.loc.gov/authorities/names/n2006081784,6203
646,"Ecochard, Michel",,library of congress name authority file,"Ecochard, Michel",http://id.loc.gov/authorities/names/n87140059,6204
652,"Faure, Jean-Pierre",,library of congress name authority file,"Faure, Jean-Pierre",http://id.loc.gov/authorities/names/n83032597,6205
655,"Gardella, Ignazio",,library of congress name authority file,"Gardella, Ignazio",http://id.loc.gov/authorities/names/n82062979,6206
667,"Hoffmann, Hubert",,library of congress name authority file,"Hoffmann, Hubert",http://id.loc.gov/authorities/names/no2009024085,6207
670,"Howell, Jill",,,"Howell, Jill",http://id.loc.gov/authorities/names/n2017006837,6208
671,"Howell, William",,,"Howell, William",http://id.loc.gov/authorities/names/n97872744,6209
673,"Kalivoda, František",,library of congress name authority file,"Kalivoda, František",http://id.loc.gov/authorities/names/no98133033,6210
676,"Lasdun, Denys",,library of congress name authority file,"Lasdun, Denys",http://id.loc.gov/authorities/names/n82249004,6211
682,"Lods, Marcel",,library of congress name authority file,"Lods, Marcel",http://id.loc.gov/authorities/names/n78014658,6212
687,"Moser, Karl",,library of congress name authority file,"Moser, Karl",http://id.loc.gov/authorities/names/no93032652,6213
690,"Mühll, H. R. von der",,library of congress name authority file,"Mühll, H. R. von der",http://id.loc.gov/authorities/names/n86048386,6214
691,"Nicolas, J.",,,"Nicolas, J.",http://id.loc.gov/authorities/names/n86144484,6215
694,Orsem,,,Orsem,http://id.loc.gov/authorities/names/no00055161,
697,"Pawek, Karl",,library of congress name authority file,"Pawek, Karl",http://id.loc.gov/authorities/names/n82004804,6216
698,"Peressutti, Enrico",,library of congress name authority file,"Peressutti, Enrico",http://id.loc.gov/authorities/names/no95029478,6217
704,"Rogers, Ernesto N.",,library of congress name authority file,"Rogers, Ernesto N.",http://id.loc.gov/authorities/names/n82069966,6218
705,"Roth, Alfred",,library of congress name authority file,"Roth, Alfred",http://id.loc.gov/authorities/names/n88170206,6219
708,"Schmeller, Alfred",,library of congress name authority file,"Schmeller, Alfred",http://id.loc.gov/authorities/names/n82130435,6220
709,"Schmidt, Hans",,library of congress name authority file,"Schmidt, Hans",http://id.loc.gov/authorities/names/n78084550,6221
711,"Smithson, Alison Margaret",,library of congress name authority file,"Smithson, Alison Margaret",http://id.loc.gov/authorities/names/n50013534,6222
712,"Smithson, Peter",,library of congress name authority file,"Smithson, Peter",http://id.loc.gov/authorities/names/n85012276,6223
719,"Syrkus, Helena",,library of congress name authority file,"Syrkus, Helena",http://id.loc.gov/authorities/names/n85069745,6224
725,"Vos, Herman",,library of congress name authority file,"Vos, Herman",http://id.loc.gov/authorities/names/n80018306,6225
737,"Marini, Marino",,library of congress name authority file,"Marini, Marino",http://id.loc.gov/authorities/names/no2007055309,6226
738,"Miró, Joan",,library of congress name authority file,"Miró, Joan",http://id.loc.gov/authorities/names/n2008068034,6227
740,"Bell, Clive",,library of congress name authority file,"Bell, Clive",http://id.loc.gov/authorities/names/nb2006020031,6228
741,"Buquet, Alain",,library of congress name authority file,"Buquet, Alain",http://id.loc.gov/authorities/names/n92078910,6229
743,"Moore, Henry",,library of congress name authority file,"Moore, Henry",http://id.loc.gov/authorities/names/no00089312,6230
754,"Hamilton, Richard",,library of congress name authority file,"Hamilton, Richard",http://id.loc.gov/authorities/names/no2017038566,6231
763,"Delvaux, Paul",,library of congress name authority file,"Delvaux, Paul",http://id.loc.gov/authorities/names/n50035928,6232
765,"Glanville-Hicks, Peggy",,library of congress name authority file,"Glanville-Hicks, Peggy",http://id.loc.gov/authorities/names/n86133501,6233
766,"Jones, Charles",,library of congress name authority file,"Jones, Charles",http://id.loc.gov/authorities/names/n78032687,6234
767,"Kelkel, Manfred",,library of congress name authority file,"Kelkel, Manfred",http://id.loc.gov/authorities/names/n82106922,6235
768,"Lam, Wifredo",,library of congress name authority file,"Lam, Wifredo",http://id.loc.gov/authorities/names/n79046146,6236
775,"Sage, Kay",,library of congress name authority file,"Sage, Kay",http://id.loc.gov/authorities/names/nr88005219,6237
778,"Waldberg, Patrick",,library of congress name authority file,"Waldberg, Patrick",http://id.loc.gov/authorities/names/n50021390,6238
791,"Dieterle, Jean",,library of congress name authority file,"Dieterle, Jean",http://id.loc.gov/authorities/names/nr92031056,6239
796,"Townley, Charles",,library of congress name authority file,"Townley, Charles",http://id.loc.gov/authorities/names/n81136410,6240
798,"Bromley, William",,library of congress name authority file,"Bromley, William",http://id.loc.gov/authorities/names/n96032032,6241
807,"Howard, Henry",,library of congress name authority file,"Howard, Henry",http://id.loc.gov/authorities/names/n87806449,6242
811,"Scriven, Edward",,library of congress name authority file,"Scriven, Edward",http://id.loc.gov/authorities/names/nr97003671,6243
812,"Skelton, William",,library of congress name authority file,"Skelton, William",http://id.loc.gov/authorities/names/nr93036381,6244
816,"Brooks, James",,library of congress name authority file,"Brooks, James",http://id.loc.gov/authorities/names/n89605336,6245
818,"Calas, Nicolas",,library of congress name authority file,"Calas, Nicolas",http://id.loc.gov/authorities/names/n50033158,6246
820,"Clarac-Sérou, Max",,library of congress name authority file,"Clarac-Sérou, Max",http://id.loc.gov/authorities/names/nr98038325,6247
821,"Craven, John",,library of congress name authority file,"Craven, John",http://id.loc.gov/authorities/names/n80047093,6248
827,"Geist, Sidney",,library of congress name authority file,"Geist, Sidney",http://id.loc.gov/authorities/names/n50018265,6249
830,"Hare, David",,library of congress name authority file,"Hare, David",http://id.loc.gov/authorities/names/no2017078832,
832,"Jean, Marcel",,library of congress name authority file,"Jean, Marcel",http://id.loc.gov/authorities/names/nr90014164,6250
